2011-11-29 00:00:00,2.0
2011-12-08 00:00:00,60.0
2011-12-17 00:00:00,213.0
2011-12-26 00:00:00,352.0
2012-01-04 00:00:00,451.0
2012-01-13 00:00:00,740.0
2012-01-22 00:00:00,1071.0
2012-01-31 00:00:00,1329.0
2012-02-09 00:00:00,1666.0
2012-02-18 00:00:00,1967.0
2012-02-27 00:00:00,2213.0
2012-03-07 00:00:00,2567.0
2012-03-16 00:00:00,2893.0
2012-03-25 00:00:00,3219.0
2012-04-03 00:00:00,3772.0
2012-04-12 00:00:00,4348.0
2012-04-21 00:00:00,4857.0
2012-04-30 00:00:00,5798.0
2012-05-09 00:00:00,6392.0
2012-05-18 00:00:00,7067.0
2012-05-27 00:00:00,7697.0
2012-06-05 00:00:00,8431.0
2012-06-14 00:00:00,9257.0
2012-06-23 00:00:00,10172.0
2012-07-02 00:00:00,11098.0
2012-07-11 00:00:00,12257.0
2012-07-20 00:00:00,13780.0
2012-07-29 00:00:00,14927.0
2012-08-07 00:00:00,16174.0
2012-08-16 00:00:00,17674.0
2012-08-25 00:00:00,19477.0
2012-09-03 00:00:00,21134.0
2012-09-12 00:00:00,23015.0
2012-09-21 00:00:00,25063.0
2012-09-30 00:00:00,27400.0
2012-10-09 00:00:00,30263.0
2012-10-18 00:00:00,33083.0
2012-10-27 00:00:00,35650.0
2012-11-05 00:00:00,37913.0
2012-11-14 00:00:00,40324.0
2012-11-23 00:00:00,43500.0
2012-12-02 00:00:00,46813.0
2012-12-11 00:00:00,53179.0
2012-12-20 00:00:00,67838.0
2012-12-29 00:00:00,75685.0
2013-01-07 00:00:00,82264.0
2013-01-16 00:00:00,93134.0
2013-01-25 00:00:00,100137.0
2013-02-03 00:00:00,106934.0
2013-02-12 00:00:00,113372.0
2013-02-21 00:00:00,121141.0
2013-03-02 00:00:00,129129.0
2013-03-11 00:00:00,138195.0
2013-03-20 00:00:00,147332.0
2013-03-29 00:00:00,163619.0
2013-04-07 00:00:00,189100.0
2013-04-16 00:00:00,223363.0
2013-04-25 00:00:00,239046.0
2013-05-04 00:00:00,253614.0
2013-05-13 00:00:00,268371.0
2013-05-22 00:00:00,281617.0
2013-05-31 00:00:00,293740.0
2013-06-09 00:00:00,305653.0
2013-06-18 00:00:00,316640.0
2013-06-27 00:00:00,327848.0
2013-07-06 00:00:00,341371.0
2013-07-15 00:00:00,351533.0
2013-07-24 00:00:00,361838.0
2013-08-02 00:00:00,373038.0
2013-08-11 00:00:00,383949.0
2013-08-20 00:00:00,398725.0
2013-08-29 00:00:00,412433.0
2013-09-07 00:00:00,423130.0
2013-09-16 00:00:00,433766.0
2013-09-25 00:00:00,446106.0
2013-10-04 00:00:00,458047.0
2013-10-13 00:00:00,471401.0
2013-10-22 00:00:00,485945.0
2013-10-31 00:00:00,513288.0
2013-11-09 00:00:00,543736.0
2013-11-18 00:00:00,583044.0
2013-11-27 00:00:00,663348.0
2013-12-06 00:00:00,786923.0
2013-12-15 00:00:00,861377.0
2013-12-24 00:00:00,928384.0
2014-01-02 00:00:00,976051.0
2014-01-11 00:00:00,1032586.0
2014-01-20 00:00:00,1087787.0
2014-01-29 00:00:00,1151305.0
2014-02-07 00:00:00,1206549.0
2014-02-16 00:00:00,1256708.0
2014-02-25 00:00:00,1303810.0
2014-03-06 00:00:00,1350166.0
2014-03-15 00:00:00,1387579.0
2014-03-24 00:00:00,1419150.0
2014-04-02 00:00:00,1455667.0
2014-04-11 00:00:00,1490494.0
2014-04-20 00:00:00,1523486.0
2014-04-29 00:00:00,1558676.0
2014-05-08 00:00:00,1590435.0
2014-05-17 00:00:00,1620557.0
2014-05-26 00:00:00,1651897.0
2014-06-04 00:00:00,1688351.0
2014-06-13 00:00:00,1724098.0
2014-06-22 00:00:00,1759074.0
2014-07-01 00:00:00,1795938.0
2014-07-10 00:00:00,1835713.0
2014-07-19 00:00:00,1873719.0
2014-07-28 00:00:00,1913748.0
2014-08-06 00:00:00,1978691.0
2014-08-15 00:00:00,2027773.0
2014-08-24 00:00:00,2075606.0
2014-09-02 00:00:00,2125124.0
2014-09-11 00:00:00,2180081.0
2014-09-20 00:00:00,2222984.0
2014-09-29 00:00:00,2267085.0
2014-10-08 00:00:00,2310933.0
2014-10-17 00:00:00,2357177.0
2014-10-26 00:00:00,2399236.0
2014-11-04 00:00:00,2447677.0
2014-11-13 00:00:00,2493727.0
2014-11-22 00:00:00,2539735.0
2014-12-01 00:00:00,2583362.0
2014-12-10 00:00:00,2628460.0
2014-12-19 00:00:00,2671548.0
2014-12-28 00:00:00,2710429.0
2015-01-06 00:00:00,2747920.0
2015-01-15 00:00:00,2793579.0
2015-01-24 00:00:00,2834247.0
2015-02-02 00:00:00,2879200.0
2015-02-11 00:00:00,2922162.0
2015-02-20 00:00:00,2985497.0
2015-03-01 00:00:00,3034588.0
2015-03-10 00:00:00,3079550.0
2015-03-19 00:00:00,3121374.0
2015-03-28 00:00:00,3161766.0
2015-04-06 00:00:00,3208776.0
2015-04-15 00:00:00,3255153.0
2015-04-24 00:00:00,3299459.0
2015-05-03 00:00:00,3342704.0
2015-05-12 00:00:00,3391659.0
2015-05-21 00:00:00,3439189.0
2015-05-30 00:00:00,3490449.0
2015-06-08 00:00:00,3534606.0
2015-06-17 00:00:00,3583017.0
2015-06-26 00:00:00,3637953.0
2015-07-05 00:00:00,3696670.0
2015-07-14 00:00:00,3790367.0
2015-07-23 00:00:00,3846817.0
2015-08-01 00:00:00,3903592.0
2015-08-10 00:00:00,3961954.0
2015-08-19 00:00:00,4023883.0
2015-08-28 00:00:00,4134777.0
2015-09-06 00:00:00,4189121.0
2015-09-15 00:00:00,4259086.0
2015-09-24 00:00:00,4325864.0
2015-10-03 00:00:00,4399506.0
2015-10-12 00:00:00,4504330.0
2015-10-21 00:00:00,4593770.0
2015-10-30 00:00:00,4677539.0
2015-11-08 00:00:00,4782986.0
2015-11-17 00:00:00,4873149.0
2015-11-26 00:00:00,4978961.0
2015-12-05 00:00:00,5085312.0
2015-12-14 00:00:00,5221808.0
2015-12-23 00:00:00,5343955.0
